"Date Time","T (degC)"
01.07.2016 00:00:00,17.45166651
01.07.2016 01:00:00,16.4283336
01.07.2016 02:00:00,15.73666668
01.07.2016 03:00:00,15.00499996
01.07.2016 04:00:00,14.90833346
01.07.2016 05:00:00,16.53166676
01.07.2016 06:00:00,18.09999975
01.07.2016 07:00:00,20.43166669
01.07.2016 08:00:00,21.49999968
01.07.2016 09:00:00,22.28666687
01.07.2016 10:00:00,23.2516667
01.07.2016 11:00:00,23.80333328
01.07.2016 12:00:00,24.4483331
01.07.2016 13:00:00,25.18833319
01.07.2016 14:00:00,25.15833346
01.07.2016 15:00:00,25.55333328
01.07.2016 16:00:00,25.95333322
01.07.2016 17:00:00,26.30166658
01.07.2016 18:00:00,26.00666682
01.07.2016 19:00:00,24.33666674
01.07.2016 20:00:00,22.20166715
01.07.2016 21:00:00,20.6266667
01.07.2016 22:00:00,19.57000001
01.07.2016 23:00:00,19.01166662
02.07.2016 00:00:00,18.16666635
02.07.2016 01:00:00,17.44333331
02.07.2016 02:00:00,16.58166695
02.07.2016 03:00:00,15.84833336
02.07.2016 04:00:00,16.42166678
02.07.2016 05:00:00,17.27000014
02.07.2016 06:00:00,17.92500019
02.07.2016 07:00:00,20.14166641
02.07.2016 08:00:00,21.6266667
02.07.2016 09:00:00,21.5533336
02.07.2016 10:00:00,20.77166684
02.07.2016 11:00:00,16.70333322
02.07.2016 12:00:00,17.86833286
02.07.2016 13:00:00,16.10833327
02.07.2016 14:00:00,14.99166679
02.07.2016 15:00:00,14.43666649
02.07.2016 16:00:00,15.21833324
02.07.2016 17:00:00,17.60000006
02.07.2016 18:00:00,18.06166681
02.07.2016 19:00:00,16.66166655
02.07.2016 20:00:00,15.74833345
02.07.2016 21:00:00,14.63833332
02.07.2016 22:00:00,13.74666659
02.07.2016 23:00:00,12.85166661
03.07.2016 00:00:00,12.70833333
03.07.2016 01:00:00,11.94499985
03.07.2016 02:00:00,11.49500004
03.07.2016 03:00:00,10.31166665
03.07.2016 04:00:00,9.478333314
03.07.2016 05:00:00,10.18499978
03.07.2016 06:00:00,11.90499989
03.07.2016 07:00:00,13.58166663
03.07.2016 08:00:00,15.75666682
03.07.2016 09:00:00,17.24166679
03.07.2016 10:00:00,17.3733333
03.07.2016 11:00:00,18.00166702
03.07.2016 12:00:00,17.40499942
03.07.2016 13:00:00,18.68333308
03.07.2016 14:00:00,15.87666702
03.07.2016 15:00:00,13.88666646
03.07.2016 16:00:00,14.79333337
03.07.2016 17:00:00,14.17666658
03.07.2016 18:00:00,16.0983332
03.07.2016 19:00:00,14.68333324
03.07.2016 20:00:00,13.4666667
03.07.2016 21:00:00,12.64500014
03.07.2016 22:00:00,11.98333327
03.07.2016 23:00:00,10.9683334
04.07.2016 00:00:00,9.918333213
04.07.2016 01:00:00,9.168333213
04.07.2016 02:00:00,8.680000067
04.07.2016 03:00:00,7.530000051
04.07.2016 04:00:00,7.13499999
04.07.2016 05:00:00,7.285000006
04.07.2016 06:00:00,8.116666555
04.07.2016 07:00:00,9.673333168
04.07.2016 08:00:00,12.76999998
04.07.2016 09:00:00,16.6833334
04.07.2016 10:00:00,18.84999975
04.07.2016 11:00:00,19.61333307
04.07.2016 12:00:00,19.84500027
04.07.2016 13:00:00,21.1299998
04.07.2016 14:00:00,21.33500036
04.07.2016 15:00:00,22.36333338
04.07.2016 16:00:00,22.50833352
04.07.2016 17:00:00,22.14999994
04.07.2016 18:00:00,22.09833304
04.07.2016 19:00:00,21.26500003
04.07.2016 20:00:00,19.85166677
04.07.2016 21:00:00,18.32833322
04.07.2016 22:00:00,17.83833313
04.07.2016 23:00:00,16.71666686
05.07.2016 00:00:00,16.125
05.07.2016 01:00:00,16.17499987
05.07.2016 02:00:00,15.41666683
05.07.2016 03:00:00,14.99499989
05.07.2016 04:00:00,14.71333313
05.07.2016 05:00:00,14.95333338
05.07.2016 06:00:00,15.81166649
05.07.2016 07:00:00,18.625
05.07.2016 08:00:00,21.04166667
05.07.2016 09:00:00,21.43333371
05.07.2016 10:00:00,21.78333346
05.07.2016 11:00:00,22.52333323
05.07.2016 12:00:00,23.19500001
05.07.2016 13:00:00,24.33333333
05.07.2016 14:00:00,24.75166702
05.07.2016 15:00:00,24.89833323
05.07.2016 16:00:00,24.39333312
05.07.2016 17:00:00,23.4333334
05.07.2016 18:00:00,22.90500005
05.07.2016 19:00:00,21.16000017
05.07.2016 20:00:00,18.6533335
05.07.2016 21:00:00,14.91166671
05.07.2016 22:00:00,14.70499976
05.07.2016 23:00:00,15.12499984
06.07.2016 00:00:00,14.39999978
06.07.2016 01:00:00,13.75500011
06.07.2016 02:00:00,12.88000011
06.07.2016 03:00:00,12.49666659
06.07.2016 04:00:00,12.60166661
06.07.2016 05:00:00,12.62166659
06.07.2016 06:00:00,13.1850001
06.07.2016 07:00:00,13.94666672
06.07.2016 08:00:00,14.33999999
06.07.2016 09:00:00,14.81833331
06.07.2016 10:00:00,15.38499991
06.07.2016 11:00:00,16.73166656
06.07.2016 12:00:00,17.21999995
06.07.2016 13:00:00,18.2566665
06.07.2016 14:00:00,18.87666702
06.07.2016 15:00:00,19.23333327
06.07.2016 16:00:00,19.52000014
06.07.2016 17:00:00,19.46333345
06.07.2016 18:00:00,19.12833341
06.07.2016 19:00:00,17.71500015
06.07.2016 20:00:00,16.14999978
06.07.2016 21:00:00,15.11833334
06.07.2016 22:00:00,14.69000006
06.07.2016 23:00:00,14.42999999
07.07.2016 00:00:00,11.79666662
07.07.2016 01:00:00,10.47500006
07.07.2016 02:00:00,10.11333323
07.07.2016 03:00:00,9.820000013
07.07.2016 04:00:00,9.99666659
07.07.2016 05:00:00,9.75333341
07.07.2016 06:00:00,11.80166674
07.07.2016 07:00:00,13.75833352
07.07.2016 08:00:00,16.13499975
07.07.2016 09:00:00,17.27999973
07.07.2016 10:00:00,18.56333351
07.07.2016 11:00:00,19.04833349
07.07.2016 12:00:00,19.98000018
07.07.2016 13:00:00,20.94499969
07.07.2016 14:00:00,21.66333326
07.07.2016 15:00:00,21.82166672
07.07.2016 16:00:00,22.31166617
07.07.2016 17:00:00,22.44333299
07.07.2016 18:00:00,22.00500011
07.07.2016 19:00:00,20.67833328
07.07.2016 20:00:00,19.38833332
07.07.2016 21:00:00,17.76999982
07.07.2016 22:00:00,16.63666693
07.07.2016 23:00:00,15.92333317
08.07.2016 00:00:00,15.4749999
08.07.2016 01:00:00,15.06999985
08.07.2016 02:00:00,14.73000018
08.07.2016 03:00:00,14.08166663
08.07.2016 04:00:00,13.27666664
08.07.2016 05:00:00,13.41333326
08.07.2016 06:00:00,14.20500024
08.07.2016 07:00:00,15.66666667
08.07.2016 08:00:00,18.95333354
08.07.2016 09:00:00,22.29333369
08.07.2016 10:00:00,23.61166668
08.07.2016 11:00:00,25.65333335
08.07.2016 12:00:00,26.52833303
08.07.2016 13:00:00,27.20333322
08.07.2016 14:00:00,26.40166632
08.07.2016 15:00:00,26.38000011
08.07.2016 16:00:00,25.70166651
08.07.2016 17:00:00,24.67166646
08.07.2016 18:00:00,23.88666662
08.07.2016 19:00:00,23.52500025
08.07.2016 20:00:00,22.09333356
08.07.2016 21:00:00,20.06500022
08.07.2016 22:00:00,17.3233331
08.07.2016 23:00:00,17.15166664
09.07.2016 00:00:00,17.2433335
09.07.2016 01:00:00,16.5716664
09.07.2016 02:00:00,15.9000001
09.07.2016 03:00:00,15.21500015
09.07.2016 04:00:00,15.41833337
09.07.2016 05:00:00,15.59333309
09.07.2016 06:00:00,16.48166688
09.07.2016 07:00:00,17.70166683
09.07.2016 08:00:00,19.08500004
09.07.2016 09:00:00,19.50833321
09.07.2016 10:00:00,20.46666686
09.07.2016 11:00:00,21.125
09.07.2016 12:00:00,22.2433335
09.07.2016 13:00:00,23.11833286
09.07.2016 14:00:00,23.59166654
09.07.2016 15:00:00,24.30499999
09.07.2016 16:00:00,24.57833354
09.07.2016 17:00:00,24.58166663
09.07.2016 18:00:00,24.23166688
09.07.2016 19:00:00,22.71833356
09.07.2016 20:00:00,21.69333331
09.07.2016 21:00:00,21.01666673
09.07.2016 22:00:00,19.81500022
09.07.2016 23:00:00,18.92166678
10.07.2016 00:00:00,17.67999967
10.07.2016 01:00:00,16.95333322
10.07.2016 02:00:00,16.47833316
10.07.2016 03:00:00,15.22999986
10.07.2016 04:00:00,14.57166656
10.07.2016 05:00:00,15.22333336
10.07.2016 06:00:00,16.9266669
10.07.2016 07:00:00,19.08666674
10.07.2016 08:00:00,21.67333285
10.07.2016 09:00:00,24.0733331
10.07.2016 10:00:00,25.34333324
10.07.2016 11:00:00,26.61499977
10.07.2016 12:00:00,27.34999975
10.07.2016 13:00:00,28.17833328
10.07.2016 14:00:00,29.06166681
10.07.2016 15:00:00,29.61999989
10.07.2016 16:00:00,30.20166683
10.07.2016 17:00:00,29.92333349
10.07.2016 18:00:00,29.4933335
10.07.2016 19:00:00,28.13999971
10.07.2016 20:00:00,26.93166669
10.07.2016 21:00:00,26.25333309
10.07.2016 22:00:00,24.17999999
10.07.2016 23:00:00,22.60999997
11.07.2016 00:00:00,21.04333305
11.07.2016 01:00:00,20.14499982
11.07.2016 02:00:00,19.64999994
11.07.2016 03:00:00,19.56833363
11.07.2016 04:00:00,18.77833271
11.07.2016 05:00:00,19.71166643
11.07.2016 06:00:00,21.70500024
11.07.2016 07:00:00,24.5666666
11.07.2016 08:00:00,27.19833342
11.07.2016 09:00:00,28.22499975
11.07.2016 10:00:00,28.61333338
11.07.2016 11:00:00,28.41666667
11.07.2016 12:00:00,29.70333322
11.07.2016 13:00:00,29.61499977
11.07.2016 14:00:00,29.3149999
11.07.2016 15:00:00,29.39333344
11.07.2016 16:00:00,29.25833352
11.07.2016 17:00:00,28.03333346
11.07.2016 18:00:00,26.1233333
11.07.2016 19:00:00,25.20000013
11.07.2016 20:00:00,23.72833347
11.07.2016 21:00:00,22.68333308
11.07.2016 22:00:00,21.51333332
11.07.2016 23:00:00,20.99666659
12.07.2016 00:00:00,20.42000008
12.07.2016 01:00:00,19.86666679
12.07.2016 02:00:00,19.13666662
12.07.2016 03:00:00,18.85666688
12.07.2016 04:00:00,18.68999958
12.07.2016 05:00:00,18.47833316
12.07.2016 06:00:00,18.76333364
12.07.2016 07:00:00,19.40833346
12.07.2016 08:00:00,20.9233338
12.07.2016 09:00:00,21.34166654
12.07.2016 10:00:00,21.82999992
12.07.2016 11:00:00,22.89666653
12.07.2016 12:00:00,21.861667
12.07.2016 13:00:00,21.44166692
12.07.2016 14:00:00,21.63500023
12.07.2016 15:00:00,21.66333357
12.07.2016 16:00:00,21.48833307
12.07.2016 17:00:00,21.19166629
12.07.2016 18:00:00,20.69666672
12.07.2016 19:00:00,20.09666665
12.07.2016 20:00:00,19.18833319
12.07.2016 21:00:00,18.10500018
12.07.2016 22:00:00,17.4399999
12.07.2016 23:00:00,16.9350001
13.07.2016 00:00:00,16.3083334
13.07.2016 01:00:00,15.72833316
13.07.2016 02:00:00,14.73333327
13.07.2016 03:00:00,14.27499978
13.07.2016 04:00:00,14.38166666
13.07.2016 05:00:00,14.2483333
13.07.2016 06:00:00,15.3166666
13.07.2016 07:00:00,15.5600001
13.07.2016 08:00:00,16.13166666
13.07.2016 09:00:00,17.63999971
13.07.2016 10:00:00,18.5649999
13.07.2016 11:00:00,19.61333338
13.07.2016 12:00:00,19.31166649
13.07.2016 13:00:00,18.67333285
13.07.2016 14:00:00,16.48166641
13.07.2016 15:00:00,17.51500003
13.07.2016 16:00:00,17.75666682
13.07.2016 17:00:00,18.15999985
13.07.2016 18:00:00,17.73499966
13.07.2016 19:00:00,16.99166679
13.07.2016 20:00:00,16.25833321
13.07.2016 21:00:00,15.36833334
13.07.2016 22:00:00,14.77333323
13.07.2016 23:00:00,14.0333333
14.07.2016 00:00:00,14.05333344
14.07.2016 01:00:00,13.81166665
14.07.2016 02:00:00,13.41999992
14.07.2016 03:00:00,12.91666651
14.07.2016 04:00:00,12.53166676
14.07.2016 05:00:00,12.45499992
14.07.2016 06:00:00,12.41333326
14.07.2016 07:00:00,12.49999984
14.07.2016 08:00:00,12.30999994
14.07.2016 09:00:00,12.08666674
14.07.2016 10:00:00,12.27833335
14.07.2016 11:00:00,12.97666677
14.07.2016 12:00:00,13.51333332
14.07.2016 13:00:00,14.25999991
14.07.2016 14:00:00,15.86333323
14.07.2016 15:00:00,16.75666666
14.07.2016 16:00:00,17.50166639
14.07.2016 17:00:00,17.80000019
14.07.2016 18:00:00,17.08000024
14.07.2016 19:00:00,16.39333344
14.07.2016 20:00:00,15.35166661
14.07.2016 21:00:00,14.5666666
14.07.2016 22:00:00,14.0250001
14.07.2016 23:00:00,12.79666678
15.07.2016 00:00:00,12.01833328
15.07.2016 01:00:00,12.1516668
15.07.2016 02:00:00,11.89999978
15.07.2016 03:00:00,11.99499989
15.07.2016 04:00:00,12.0049998
15.07.2016 05:00:00,11.92833328
15.07.2016 06:00:00,12.16999992
15.07.2016 07:00:00,12.47999986
15.07.2016 08:00:00,12.68166653
15.07.2016 09:00:00,12.72833347
15.07.2016 10:00:00,13.51666657
15.07.2016 11:00:00,14.58333317
15.07.2016 12:00:00,15.38500007
15.07.2016 13:00:00,15.80999994
15.07.2016 14:00:00,15.66000001
15.07.2016 15:00:00,16.45666663
15.07.2016 16:00:00,18.21666686
15.07.2016 17:00:00,18.58333333
15.07.2016 18:00:00,17.10166645
15.07.2016 19:00:00,16.24833298
15.07.2016 20:00:00,16.01666657
15.07.2016 21:00:00,15.22166665
15.07.2016 22:00:00,13.45166667
15.07.2016 23:00:00,12.70833317
16.07.2016 00:00:00,11.6916666
16.07.2016 01:00:00,10.8766667
16.07.2016 02:00:00,10.0933334
16.07.2016 03:00:00,9.600000064
16.07.2016 04:00:00,8.89166673
16.07.2016 05:00:00,9.493333181
16.07.2016 06:00:00,11.16833337
16.07.2016 07:00:00,13.48500013
16.07.2016 08:00:00,16.84666681
16.07.2016 09:00:00,19.46000004
16.07.2016 10:00:00,20.49666627
16.07.2016 11:00:00,21.0716664
16.07.2016 12:00:00,21.91500028
16.07.2016 13:00:00,22.29833349
16.07.2016 14:00:00,22.67833328
16.07.2016 15:00:00,22.93166637
16.07.2016 16:00:00,22.23666668
16.07.2016 17:00:00,22.03999996
16.07.2016 18:00:00,21.42166678
16.07.2016 19:00:00,20.88499959
16.07.2016 20:00:00,20.16666667
16.07.2016 21:00:00,19.61833318
16.07.2016 22:00:00,19.1233333
16.07.2016 23:00:00,18.75833321
17.07.2016 00:00:00,18.52333355
17.07.2016 01:00:00,18.28833357
17.07.2016 02:00:00,18.04833349
17.07.2016 03:00:00,17.78833326
17.07.2016 04:00:00,17.65833314
17.07.2016 05:00:00,16.33166663
17.07.2016 06:00:00,15.88166666
17.07.2016 07:00:00,16.23333327
17.07.2016 08:00:00,16.74666659
17.07.2016 09:00:00,18.15666707
17.07.2016 10:00:00,21.02166621
17.07.2016 11:00:00,22.7433335
17.07.2016 12:00:00,21.6299998
17.07.2016 13:00:00,20.39166673
17.07.2016 14:00:00,21.75500011
17.07.2016 15:00:00,21.54166667
17.07.2016 16:00:00,21.63500023
17.07.2016 17:00:00,22.89833355
17.07.2016 18:00:00,21.82166672
17.07.2016 19:00:00,20.91833369
17.07.2016 20:00:00,20.09166686
17.07.2016 21:00:00,19.60666656
17.07.2016 22:00:00,19.5066665
17.07.2016 23:00:00,19.65500005
18.07.2016 00:00:00,19.34666665
18.07.2016 01:00:00,18.76999982
18.07.2016 02:00:00,17.78999996
18.07.2016 03:00:00,16.99000009
18.07.2016 04:00:00,16.54666678
18.07.2016 05:00:00,16.66833337
18.07.2016 06:00:00,18.47666677
18.07.2016 07:00:00,19.50166639
18.07.2016 08:00:00,20.28166676
18.07.2016 09:00:00,21.09166654
18.07.2016 10:00:00,21.90833346
18.07.2016 11:00:00,22.6850001
18.07.2016 12:00:00,23.71999995
18.07.2016 13:00:00,23.88666662
18.07.2016 14:00:00,24.72333368
18.07.2016 15:00:00,25.23499997
18.07.2016 16:00:00,25.46666686
18.07.2016 17:00:00,25.41666698
18.07.2016 18:00:00,24.85666656
18.07.2016 19:00:00,24.29166635
18.07.2016 20:00:00,23.61666679
18.07.2016 21:00:00,22.8083334
18.07.2016 22:00:00,20.94833279
18.07.2016 23:00:00,18.84666634
19.07.2016 00:00:00,17.95666663
19.07.2016 01:00:00,16.88000043
19.07.2016 02:00:00,15.95833333
19.07.2016 03:00:00,14.92166662
19.07.2016 04:00:00,14.32333326
19.07.2016 05:00:00,15.23499997
19.07.2016 06:00:00,17.55000019
19.07.2016 07:00:00,18.83499972
19.07.2016 08:00:00,21.66666667
19.07.2016 09:00:00,23.93166669
19.07.2016 10:00:00,25.18833319
19.07.2016 11:00:00,26.15500005
19.07.2016 12:00:00,26.92833328
19.07.2016 13:00:00,27.0733331
19.07.2016 14:00:00,27.57500045
19.07.2016 15:00:00,27.35166645
19.07.2016 16:00:00,27.65000025
19.07.2016 17:00:00,27.36333338
19.07.2016 18:00:00,26.98166656
19.07.2016 19:00:00,25.70000045
19.07.2016 20:00:00,24.3100001
19.07.2016 21:00:00,23.04500008
19.07.2016 22:00:00,21.76833312
19.07.2016 23:00:00,21.08500004
20.07.2016 00:00:00,19.46833324
20.07.2016 01:00:00,18.33666674
20.07.2016 02:00:00,17.23833275
20.07.2016 03:00:00,16.27666664
20.07.2016 04:00:00,15.52833319
20.07.2016 05:00:00,16.12999996
20.07.2016 06:00:00,18.17999999
20.07.2016 07:00:00,20.02833366
20.07.2016 08:00:00,22.58166663
20.07.2016 09:00:00,24.88999971
20.07.2016 10:00:00,26.03000005
20.07.2016 11:00:00,26.91333326
20.07.2016 12:00:00,28.07999992
20.07.2016 13:00:00,28.91666667
20.07.2016 14:00:00,29.51666673
20.07.2016 15:00:00,30.11666616
20.07.2016 16:00:00,30.39666653
20.07.2016 17:00:00,30.18166669
20.07.2016 18:00:00,29.80666637
20.07.2016 19:00:00,28.16833337
20.07.2016 20:00:00,26.88000011
20.07.2016 21:00:00,25.48833338
20.07.2016 22:00:00,24.28666687
20.07.2016 23:00:00,23.11500009
21.07.2016 00:00:00,21.91333357
21.07.2016 01:00:00,21.42333317
21.07.2016 02:00:00,19.71666686
21.07.2016 03:00:00,19.41000017
21.07.2016 04:00:00,18.85833327
21.07.2016 05:00:00,18.4333334
21.07.2016 06:00:00,19.31833331
21.07.2016 07:00:00,19.46666686
21.07.2016 08:00:00,20.1183335
21.07.2016 09:00:00,20.44999981
21.07.2016 10:00:00,19.48333327
21.07.2016 11:00:00,18.72499975
21.07.2016 12:00:00,19.20333354
21.07.2016 13:00:00,19.8633337
21.07.2016 14:00:00,20.12666639
21.07.2016 15:00:00,20.23166656
21.07.2016 16:00:00,20.39999962
21.07.2016 17:00:00,20.69333331
21.07.2016 18:00:00,21.58833345
21.07.2016 19:00:00,20.11833318
21.07.2016 20:00:00,19.26666609
21.07.2016 21:00:00,18.64999962
21.07.2016 22:00:00,18.02000014
21.07.2016 23:00:00,17.45499992
22.07.2016 00:00:00,16.94500001
22.07.2016 01:00:00,16.45333354
22.07.2016 02:00:00,16.40666612
22.07.2016 03:00:00,16.10166645
22.07.2016 04:00:00,15.85000006
22.07.2016 05:00:00,15.7783335
22.07.2016 06:00:00,15.88500007
22.07.2016 07:00:00,16.3166666
22.07.2016 08:00:00,18.05333328
22.07.2016 09:00:00,21.24666691
22.07.2016 10:00:00,24.02833303
22.07.2016 11:00:00,25.97666677
22.07.2016 12:00:00,26.92499987
22.07.2016 13:00:00,27.92833296
22.07.2016 14:00:00,28.75500011
22.07.2016 15:00:00,29.21666686
22.07.2016 16:00:00,29.19500001
22.07.2016 17:00:00,29.34999975
22.07.2016 18:00:00,28.64999994
22.07.2016 19:00:00,25.60833327
22.07.2016 20:00:00,23.13666662
22.07.2016 21:00:00,21.78999996
22.07.2016 22:00:00,20.78999996
22.07.2016 23:00:00,20.42166646
23.07.2016 00:00:00,20.08666674
23.07.2016 01:00:00,19.236667
23.07.2016 02:00:00,18.5649999
23.07.2016 03:00:00,17.89666684
23.07.2016 04:00:00,17.67166678
23.07.2016 05:00:00,17.43666681
23.07.2016 06:00:00,18.1833334
23.07.2016 07:00:00,19.67000008
23.07.2016 08:00:00,20.75999991
23.07.2016 09:00:00,21.96999995
23.07.2016 10:00:00,23.29166667
23.07.2016 11:00:00,24.74000009
23.07.2016 12:00:00,25.66833305
23.07.2016 13:00:00,25.30000019
23.07.2016 14:00:00,23.11833318
23.07.2016 15:00:00,19.14166705
23.07.2016 16:00:00,19.16499996
23.07.2016 17:00:00,19.86666648
23.07.2016 18:00:00,19.85333316
23.07.2016 19:00:00,19.32666715
23.07.2016 20:00:00,18.89999994
23.07.2016 21:00:00,18.69666672
23.07.2016 22:00:00,18.55833308
